,Academic Year,Mobility Duration,Field of Education,Participant Country,Education Level,Participant Gender,Fewer Opportunities,Participant Age,Sending Country,Sending City,Sending Organization,Receiving Country,Receiving City,Receiving Organization
254888,2018,121,Business and administration,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,25,Netherlands,Groningen,HANZEHOGESCHOOL GRONINGEN STICHTING,United Kingdom,"Kenilworth, Warwickshire",Placement UK
253683,2021,142,Business and administration,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Netherlands,Arnhem,STICHTING HOGESCHOOL VAN ARNHEM EN NIJMEGEN HAN,Portugal,"Lisboa, Beiras, Braga and Porto",UNIVERSIDADE CATOLICA PORTUGUESA
199866,2021,122,Statistics,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,Poland,WARSZAWA,SGGW WARSAW UNIVERSITY OF LIFE SCIENCES
302659,2023,138,Political sciences and civics,Morocco,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,20,Morocco,Sala al Jadida,UIR,Spain,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID
166092,2021,311,Mathematics,China (People's Republic of),ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,Madrid,UNIVERSIDAD COMPLUTENSE DE MADRID,Germany,Münster,WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER
482212,2016,90,Veterinary,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Italy,PISA,UNIVERSITA DI PISA,Norway,AS,NOFIMA AS - AS
2478,2014,302,Language acquisition,Austria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,21,Austria,GRAZ,UNIVERSITAET GRAZ,France,SAINT DENIS DE LA REUNION CEDEX 9 MESSAGERIE 9,UNIVERSITE DE LA REUNION
306102,2015,118,Business and administration,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Belgium,Leuven,KATHOLIEKE UNIVERSITEIT LEUVEN,France,Lille,UNIVERSITE CATHOLIQUE DE LILLE (Fédération Universitaire et Polytechnique de Lille)
466861,2017,273,Business and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,20,Spain,BADAJOZ,UNIVERSIDAD DE EXTREMADURA,Portugal,FARO,UNIVERSIDADE DO ALGARVE
148210,2020,83,Economics,Egypt,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Germany,Marburg,PHILIPPS UNIVERSITAET MARBURG,United Kingdom,"Canterbury, Kent",UNIVERSITY OF KENT
311388,2022,143,Languages,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,1,36,Finland,OULU,UOULU,Belgium,GENT,UGent
658303,2023,150,Humanities (except languages),China,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,23,Belgium,Leuven,KATHOLIEKE UNIVERSITEIT LEUVEN,Italy,Bologna,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
490905,2018,280,History and archaeology,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,41,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,Poland,WARSAWA,UNIWERSYTET WARSZAWSKI
19865,2014,113,Social and behavioural sciences,Slovakia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,21,Czech Republic,Prague,VYSOKA SKOLA EKONOMICKA V PRAZE,France,Lille,EDHEC BUSINESS SCHOOL
196252,2021,126,Manufacturing and processing,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,21,France,Orléans,UNIVERSITE D'ORLEANS,Belgium,Leuven,EverGrain
299090,2021,118,Food processing,Türkiye,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,23,Türkiye,IZMIR,EGE UNIVERSITESI,Poland,BYDGOSZCZ,PBS
422328,2022,0,Electronics and automation,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,France,RENNES CEDEX 7,INSA RENNES,Sweden,KARLSKRONA,"BLEKINGE INSTITUTE OF TECHNOLOGY, BTH"
210210,2014,235,Business and administration,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,19,United Kingdom,LEEDS,UNIVERSITY OF LEEDS,Spain,SEGOVIA,IE UNIVERSIDAD
507693,2019,270,Languages,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,35,Germany,Duisburg and Essen,UNIVERSITAET DUISBURG-ESSEN,Belgium,Liège,UNIVERSITE DE LIEGE
178450,2016,130,Business and administration,Croatia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Croatia,Zagreb,SVEUCILISTE U ZAGREBU,Poland,Gdansk,UNIWERSYTET GDANSKI
232519,2017,142,Language acquisition,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,Belgium,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN
501169,2019,168,Physics,Germany,ISCED-9 - Not elsewhere classified,Male,No,25,Germany,Heidelberg,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,United Kingdom,Preston,"Jeremiah Horrocks institute For Mathematics, Physics and Astronomy"
346006,2023,138,Literature and linguistics,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,25,Spain,ALMERÍA,UNIVERSIDAD DE ALMERIA,Poland,Katowice,UNIWERSYTET SLASKI W KATOWICACH
146551,2014,124,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,-,22,Italy,MILAN,UNIVERSITA COMMERCIALE LUIGI BOCCONI,Netherlands,Le Tillburg,STICHTING KATHOLIEKE UNIVERSITEIT BRABANT UNIVERSITEIT VAN TILBURG
488322,2019,106,Business and administration,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,26,Germany,Köln,UNIVERSITAET ZU KÖLN,Finland,Espoo,AALTO KORKEAKOULUSAATIO SR
103520,2019,185,Agriculture,Netherlands,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,Netherlands,WAGENINGEN,WAGENINGEN UNIVERSITY,United Kingdom,edinburgh,granton community gardeners
2240,2023,9,Social and behavioural sciences,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,23,Austria,Wien,FHWien GmbH,Belgium,BRUXELLES,HEG
72647,2014,297,Law,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,24,Spain,GRANADA,UNIVERSIDAD DE GRANADA,Italy,MESSINA,UNIVERSITA DEGLI STUDI DI MESSINA
271736,2019,121,Building and civil engineering,Uzbekistan,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Lithuania,VILNIUS,Vilniaus Gedimino technikos universitetas,Turkey,Izmir,Ferudun Tazegul Kardesler celik Konstruction
401107,2017,95,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Germany,DORTMUND,Fachhochschule Dortmund,United Kingdom,Portsmouth,UNIVERSITY OF PORTSMOUTH HIGHER EDUCATION CORPORATION
124246,2014,90,Medical diagnostic and treatment technology,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Ireland,DUBLIN,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",Netherlands,DEN HAAG,STICHTING HOGER ONDERWIJS NEDERLAND
157927,2022,60,Environmental protection technology,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,21,Belgium,Louvain-la-Neuve,UCLouvain,Switzerland,Lausanne,EPFL
369493,2015,150,"Travel, tourism and leisure",Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,MOSTOLES (MADRID),UNIVERSIDAD REY JUAN CARLOS,France,PARIS,UNIVERSITE PARIS I PANTHEON-SORBONNE
483721,2016,136,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Italy,ROMA,LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,Belgium,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN
660363,2023,111,Marketing and advertising,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Belgium,KORTRIJK,HOWEST,France,Toulouse,-
373729,2022,60,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,1,21,Germany,München,TECHNISCHE UNIVERSITAET MUENCHEN,Türkiye,Istanbul,Bogaziçi Üniversitesi
557339,2023,93,Environment,Sweden,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,23,Sweden,HUDDINGE,Södertörns högskola,Spain,BARCELONA,UPF
312030,2022,92,Social work and counselling,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,32,Finland,VANTAA,LAUREA UNIVERSITY OF APPLIED SCIENCES,Belgium,Brussels,-
211200,2022,119,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,Germany,Münster,"Universität Münster, UM",Spain,Pozuelo de Alarcon (Madrid),ESIC BUSINESS & MARKETING SCHOOL
167923,2023,5,Engineering and engineering trades,Austria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Austria,Graz,-,France,NANCY CEDEX,UL
383287,2015,240,Mechanics and metal trades,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,-,28,Spain,VALENCIA,UNIVERSITAT POLITECNICA DE VALENCIA,Netherlands,Helmond,Benteler Engineering Services B.V.
141928,2015,156,Environmental sciences,France,ISCED-9 - Not elsewhere classified,Male,No,21,France,SAINT ETIENNE DU ROUVRAY,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN,Norway,TRONDHEIM,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU
296090,2016,201,"Fashion, interior and industrial design",Turkey,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,21,Turkey,ISTANBUL,ISTANBUL SISLI MESLEK YUKSEKOKULU,Italy,Naples,Accademia della Moda
415253,2017,129,Languages,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,26,Germany,München,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,Norway,Bergen,UNIVERSITETET I BERGEN
855098,2024,170,"Social sciences, journalism and information",France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,18,France,PARIS,SCIENCES PO,Italy,ROMA,LUISS GUIDO CARLI
351145,2024,180,Marketing and advertising,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Spain,SEVILLA,USE,Argentina,BUENOS AIRES,UM
3166,2022,125,Marketing and advertising,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Belgium,Mechelen,Thomas More,Spain,Madrid,UNIVERSIDAD FRANCISCO DE VITORIA
705177,2019,134,Political sciences and civics,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Turkey,ADANA,UNIVERSITY OF CUKUROVA,Poland,Krakow,FIDESTE S.P. Z.O.O.
217400,2014,139,"Finance, banking and insurance",Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Turkey,EYUP ISTANBUL,ISTANBUL BILGI UNIVERSITESI,Portugal,Lisbon,"Ensilis - Educação e Formação, Unip, Lda"
560986,2016,183,Business and administration,Turkey,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,32,Turkey,ISTANBUL,BAHCESEHIR UNIVERSITESI FOUNDATION,Germany,Berlin,BSP Business School Berlin GmbH
258020,2021,103,"Travel, tourism and leisure",Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Netherlands,BREDA,STICHTING BREDA UNIVERSITY OF APPLIED SCIENCES,United Kingdom,EDINBURGH,EDINBURGH NAPIER UNIVERSITY
539365,2017,250,Journalism and information,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,Spain,M�stoles-Madrid,UNIVERSIDAD REY JUAN CARLOS
25426,2022,143,Economics,Czechia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Czechia,Praha - Suchdol,"CZU, Czech University of Life Sciences Prague",Portugal,Porto,PPORTO
608917,2017,175,Business and administration,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,21,United Kingdom,BIRMINGHAM,ASTON UNIVERSITY,Netherlands,Hoofddorp,IDEXX Laboratories
773647,2023,135,Mechanics and metal trades,Croatia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,25,Croatia,ZAGREB,UNIVERSITY OF ZAGREB UNIZG,Spain,MADRID,COMILLAS
143631,2016,111,Management and administration,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,21,France,Montpellier,UNIVERSITE DE MONTPELLIER,Germany,Augsburg,UNIVERSITAET AUGSBURG
36182,2021,90,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,22,France,TOULOUSE,Université Toulouse Capitole,Japan,CHIYODA KU TOKYO,MEIJI UNIVERSITY EDUCATIONAL FOUNDATION
234104,2023,121,Teacher training with subject specialization,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,25,Germany,Freiburg,UFR,France,Paris,L.3.M
145066,2017,131,Information and Communication Technologies (ICTs),Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,BARCELONA,UNIVERSIDAD POMPEU FABRA,Ireland,MAYNOOTH,NATIONAL UNIVERSITY OF IRELAND MAYNOOTH
3138,2014,132,Language acquisition,Austria,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,-,24,Austria,WIEN,UNIVERSITAT WIEN,France,MONT SAINT AIGNAN CEDEX CEDEX,UNIVERSITE DE ROUEN
419216,2017,200,"Engineering, manufacturing and construction",Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Germany,Dresden,TECHNISCHE UNIVERSITAET DRESDEN,United Kingdom,Oxford,BMW (UK) Manufacturing Ltd. Plant Oxford
652497,2022,272,Audio-visual techniques and media production,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,United Kingdom,COVENTRY,THE UNIVERSITY OF WARWICK,Sweden,GOETEBORG,GOETEBORGS UNIVERSITET
488658,2018,265,Philosophy and ethics,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,22,Spain,Valladolid,UNIVERSIDAD DE VALLADOLID,Poland,KRAKÓW,UNIWERSYTET JAGIELLONSKI
13200,2021,133,Law,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Belgium,ANTWERPEN,ARTESIS - PLANTIJN HOGESCHOOL ANTWERPEN,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
164559,2014,108,Literature and linguistics,Russian Federation,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,31,Norway,OSLO,UNIVERSITETET I OSLO,France,CAEN CEDEX 05,UNIVERSITE DE CAEN BASSE-NORMANDIE
323429,2018,158,Economics,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Portugal,LISBOA,UNIVERSIDADE NOVA DE LISBOA,Norway,BERGEN,Norges Handelshøyskole
744798,2023,129,Information and Communication Technologies (ICTs),Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,22,Finland,Jyväskylä,"JYU, University of Jyvaskyla",Austria,INNSBRUCK,INSTITUT DE MANAGEMENT ET DE COMMUNICATION INTERCULTURELS
350756,2024,277,Economics,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,20,Spain,OVIEDO,UNIOVI,Italy,BRESCIA,UNIBS
521331,2015,300,Law,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,20,United Kingdom,LONDON,QUEEN MARY UNIVERSITY OF LONDON,Netherlands,UTRECHT,UNIVERSITEIT UTRECHT
299752,2022,7,Information and Communication Technologies (ICTs),Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,1,21,Spain,VALENCIA,UPV,Poland,WARSZAWA,WUT
252478,2018,99,Nursing and midwifery,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,Spain,VALENCIA,UNIVERSITAT DE VALENCIA
176901,2017,150,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,France,CRETEIL cedex,UNIVERSITE PARIS XII VAL DE MARNE,United Kingdom,Londres,PLUTOS POWER TEAM
211343,2016,94,Dental studies,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,29,Italy,FERRARA,UNIVERSITA DEGLI STUDI DI FERRARA,United Kingdom,Bristol,Queen Square Dental Clinic
83127,2020,60,Medical diagnostic and treatment technology,Lithuania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Lithuania,KAUNAS,KAUNO KOLEGIJA,Spain,Tenerife,Cifp Los Gladiolos
109370,2020,133,Management and administration,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,19,Poland,Wroclaw,Wyzsza Szkola Bankowa we Wroclawiu,Greece,HERAKLION,ELLINIKO MESOGEIAKO PANEPISTIMIO
501759,2017,313,Architecture and town planning,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,20,France,RENNES,Ecole nationale supérieure d'achitecture de Bretagne,Italy,MILANO,POLITECNICO DI MILANO
209820,2023,105,"Travel, tourism and leisure",Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,24,Germany,SAARBRUCKEN,HTW SAAR - UNIVERSITY OF APPLIED SCIENCES,Malta,Mosta,-
286230,2018,118,Biological and related sciences,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Netherlands,LEIDEN,STICHTING HOGESCHOOL LEIDEN,United Kingdom,DUNDEE,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERTAY DUNDEE
821774,2023,118,Management and administration,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Poland,WROCLAW,PWR,France,CHAMBERY,USMB
208137,2014,346,Physics,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,United Kingdom,LONDON,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Germany,HEIDELBERG,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG
888581,2024,137,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,22,Italy,TRIESTE,UNITS,Spain,VALENCIA,UVEG
530474,2018,274,Engineering and engineering trades,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Yes,22,France,ECULLY,ECOLE CENTRALE DE LYON,Denmark,KGS LYNGBY,DANMARKS TEKNISKE UNIVERSITET
761926,2023,148,Engineering and engineering trades,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,22,France,CACHAN,EPF Ecole d'Ingénieurs,Belgium,LIEGE,ULIEGE
324612,2015,240,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,21,Germany,DORTMUND,Fachhochschule Dortmund,France,LA ROCHELLE,GROUPE SUP DE CO LA ROCHELLE
30872,2014,166,Medical diagnostic and treatment technology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Germany,ANSBACH,HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ANSBACH,Austria,INNSBRUCK,MEDIZINISCHE UNIVERSITAT INNSBRUCK
438997,2022,90,Agriculture,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,26,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,Sweden,Stockholm,IVL Swedish Environmental Research Institute
192250,2017,135,Agriculture,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,France,DIJON,INSTITUT NATIONAL SUPERIEUR DES SCIENCES AGRONOMIQUES DE L'ALIMENTATION ET DE L'ENVIRONEMENT,United Kingdom,GLASGOW,UNIVERSITY OF GLASGOW
212871,2014,300,Languages,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,United Kingdom,"CANTERBURY, KENT",UNIVERSITY OF KENT,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
171189,2014,285,Medicine,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,22,Poland,Warszawa,WARSZAWSKI UNIWERSYTET MEDYCZNY,Spain,MALAGA,UNIVERSIDAD DE MALAGA
650259,2023,125,Teacher training with subject specialization,Austria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,20,Austria,LINZ,-,Norway,KRISTIANSAND,UIA
157247,2020,303,Physics,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,Spain,Zaragoza,UNIVERSIDAD DE ZARAGOZA,Germany,OLDENBURG,CARL VON OSSIETZKY UNIVERSITAET OLDENBURG
180253,2014,277,Building and civil engineering,Portugal,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,26,Portugal,COIMBRA,UNIVERSIDADE DE COIMBRA,Hungary,BUDAPEST,BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM
525456,2015,115,Business and administration,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,United Kingdom,ABERDEEN,THE ROBERT GORDON UNIVERSITY,Germany,Cologne,Cologne Business School
148063,2023,144,Political sciences and civics,Türkiye,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,23,Türkiye,BILKENT ANKARA,BILKENTUNIVERSITY BILIM KENTI,United Kingdom,Birmingham,University of Birmingham
